,total_images,last_price,total_area,rooms,ceiling_height,floors_total,living_area,floor,is_apartment,studio,open_plan,kitchen_area,balcony,airports_nearest,cityCenters_nearest,parks_around3000,parks_nearest,ponds_around3000,ponds_nearest
976,8,7400000.0,60.4,2,,5.0,35.5,2,,False,False,8.4,,15619.0,7647.0,1.0,552.0,2.0,726.0
977,15,5650000.0,68.0,3,2.5,9.0,49.1,1,,False,False,7.0,,47603.0,15066.0,1.0,942.0,0.0,
978,5,7350000.0,72.4,3,2.6,16.0,42.4,10,,False,False,11.9,,17049.0,16956.0,0.0,,1.0,755.0
979,7,6500000.0,72.0,3,2.7,4.0,48.2,4,,False,False,10.6,,20713.0,1755.0,1.0,134.0,3.0,344.0
980,4,3550000.0,30.0,1,2.7,9.0,16.0,3,,False,False,7.0,,18498.0,13844.0,0.0,,0.0,
981,11,5900000.0,56.0,2,3.2,5.0,36.0,2,,False,False,8.0,0.0,26624.0,5472.0,1.0,207.0,1.0,864.0
982,9,6699000.0,85.5,3,,25.0,,12,,False,False,16.0,0.0,17935.0,16318.0,0.0,,0.0,
983,14,12300000.0,94.0,3,2.8,25.0,52.0,19,,False,False,13.6,2.0,36421.0,9176.0,1.0,805.0,0.0,
984,9,9500000.0,65.0,1,,10.0,,7,,False,False,,,30827.0,6473.0,1.0,738.0,1.0,788.0
985,13,12500000.0,124.8,5,,4.0,73.6,2,,False,False,20.6,,23095.0,4586.0,0.0,,1.0,862.0
986,5,3790000.0,37.0,1,2.5,9.0,20.0,7,False,False,False,7.0,2.0,51029.0,15041.0,0.0,,0.0,
987,10,65000000.0,364.0,7,3.9,6.0,250.0,3,,False,False,20.0,,21988.0,3254.0,0.0,,1.0,689.0
988,6,3340000.0,42.0,3,2.5,5.0,29.5,3,,False,False,6.0,,17477.0,17385.0,1.0,782.0,0.0,
989,19,4600000.0,40.0,1,,24.0,14.5,23,False,False,False,9.5,2.0,17813.0,14602.0,2.0,134.0,0.0,
990,7,3800000.0,39.0,1,3.2,5.0,19.0,4,,False,False,8.0,,13753.0,8521.0,0.0,,0.0,
991,8,5700000.0,62.0,2,2.5,5.0,38.0,5,,False,False,9.0,,27006.0,5854.0,3.0,65.0,0.0,
992,19,6100000.0,50.7,2,2.7,16.0,28.9,13,,False,False,8.0,,31670.0,12179.0,0.0,,0.0,
993,15,4800000.0,32.5,1,2.5,22.0,18.1,17,,False,False,6.2,,9258.0,10592.0,1.0,458.0,0.0,
994,0,5100000.0,63.0,3,2.5,9.0,39.0,5,False,False,False,9.5,1.0,13029.0,14790.0,0.0,,1.0,852.0
995,4,4350000.0,46.0,1,2.6,16.0,20.0,13,,False,False,13.5,1.0,25987.0,14195.0,1.0,389.0,0.0,
996,19,10950000.0,76.4,3,3.0,4.0,48.0,4,False,False,False,12.0,,24887.0,5455.0,0.0,,0.0,
997,12,9500000.0,114.0,3,2.8,10.0,,2,,False,False,29.0,2.0,35979.0,16280.0,0.0,,0.0,
998,15,5650000.0,56.6,3,2.5,9.0,37.5,7,,False,False,8.1,1.0,15247.0,13787.0,1.0,646.0,0.0,
999,11,5200000.0,48.0,1,,4.0,30.0,3,False,False,False,8.0,0.0,20415.0,3531.0,3.0,462.0,1.0,952.0
1000,4,7040000.0,65.89,2,2.75,10.0,31.55,4,,False,False,14.49,,30775.0,3953.0,2.0,557.0,3.0,68.0
1001,20,5500000.0,33.7,1,2.6,12.0,15.5,2,,False,False,9.5,1.0,27838.0,12387.0,2.0,358.0,1.0,950.0
1002,1,7098000.0,79.2,4,,9.0,54.8,4,,False,False,9.9,2.0,13190.0,14007.0,1.0,178.0,1.0,289.0
1003,16,3500000.0,41.5,2,2.5,5.0,27.0,2,,False,False,5.5,,19258.0,18261.0,1.0,692.0,1.0,523.0
1004,18,4600000.0,48.0,2,2.5,9.0,28.6,8,,False,False,7.1,,27960.0,12483.0,1.0,526.0,1.0,441.0
1005,16,6000000.0,53.9,2,3.0,5.0,33.3,4,,False,False,6.0,1.0,26590.0,8446.0,1.0,532.0,0.0,
1006,6,4380000.0,37.1,1,2.7,16.0,16.6,9,,False,False,9.3,1.0,33003.0,14102.0,0.0,,0.0,
1007,17,4250000.0,48.0,2,2.6,9.0,28.0,4,False,False,False,7.0,2.0,13873.0,14211.0,1.0,218.0,1.0,876.0
1008,19,3400000.0,30.6,1,2.5,5.0,17.78,2,,False,False,5.35,1.0,11756.0,8973.0,1.0,933.0,0.0,
1009,20,22315000.0,145.0,4,2.7,8.0,94.54,3,,False,False,15.7,0.0,25054.0,3902.0,1.0,485.0,3.0,722.0
1010,4,6500000.0,71.0,2,3.2,5.0,44.0,3,False,False,False,10.2,0.0,21158.0,3786.0,2.0,682.0,1.0,364.0
1011,17,5350000.0,47.8,2,2.6,16.0,29.0,15,False,False,False,8.0,2.0,50601.0,15352.0,0.0,,0.0,
1012,9,4000000.0,45.4,2,2.5,9.0,28.4,8,,False,False,7.0,0.0,51662.0,15067.0,0.0,,0.0,
1013,5,2990000.0,31.1,1,2.6,9.0,15.7,4,,False,False,8.0,,41786.0,10666.0,1.0,677.0,0.0,
1014,10,17500000.0,128.0,3,3.0,6.0,75.0,5,False,False,False,16.0,2.0,51690.0,14764.0,0.0,,2.0,534.0
1015,19,7900000.0,63.9,2,3.2,6.0,37.7,5,,False,False,10.5,,13849.0,8636.0,0.0,,0.0,
1016,16,19900000.0,139.6,4,3.18,7.0,92.1,6,,False,False,17.2,1.0,22726.0,4361.0,1.0,639.0,0.0,
1017,10,6300000.0,56.1,2,2.71,18.0,30.8,13,,False,False,11.9,2.0,45929.0,18654.0,0.0,,0.0,
1018,12,3150000.0,31.2,1,2.5,9.0,15.5,2,,False,False,8.1,,46127.0,15233.0,0.0,,0.0,
1019,8,3300000.0,26.0,1,,16.0,20.0,6,,False,False,,,8340.0,11992.0,2.0,20.0,1.0,197.0
1020,6,3099000.0,32.0,1,2.5,5.0,18.0,5,,False,False,5.0,,36117.0,9784.0,1.0,414.0,0.0,
1021,8,4800000.0,53.0,2,2.65,12.0,28.0,12,False,False,False,8.3,2.0,33863.0,12182.0,0.0,,0.0,
1022,1,12300000.0,90.0,3,,8.0,55.0,3,,False,False,14.0,,18689.0,17691.0,1.0,1145.0,2.0,13.0
1023,11,4500000.0,38.7,1,2.7,12.0,20.1,11,,False,False,10.3,,37793.0,12690.0,0.0,,1.0,890.0
1024,11,5000000.0,41.0,1,2.7,17.0,17.0,8,,False,False,10.0,,36772.0,11925.0,0.0,,2.0,902.0
1025,8,13990000.0,67.0,2,3.0,12.0,34.0,6,,False,False,14.0,,10318.0,9874.0,1.0,652.0,0.0,
1026,17,6999000.0,93.4,4,2.58,17.0,63.6,3,,False,False,12.6,,41827.0,21046.0,0.0,,0.0,
1027,10,4090000.0,45.8,2,2.7,9.0,29.7,2,,False,False,7.8,0.0,15892.0,14433.0,1.0,535.0,0.0,
1028,13,4400000.0,62.7,2,,17.0,34.2,1,,False,False,10.7,0.0,16961.0,16869.0,0.0,,1.0,665.0
1029,16,13800000.0,96.5,3,2.8,9.0,55.2,5,,False,False,17.8,,10451.0,13000.0,0.0,,0.0,
1030,8,3620000.0,33.5,1,,16.0,17.1,6,,False,False,9.3,0.0,41935.0,9551.0,0.0,,0.0,
1031,17,5300000.0,65.0,3,2.56,9.0,42.0,1,,False,False,8.0,,13289.0,15881.0,0.0,,2.0,349.0
1032,8,4650000.0,45.6,1,,4.0,21.1,3,,False,False,9.8,,44812.0,10500.0,0.0,,0.0,
1033,17,17000000.0,93.6,2,2.8,25.0,34.3,10,,False,False,29.9,2.0,36533.0,9289.0,1.0,674.0,0.0,
1034,15,5300000.0,61.0,2,,10.0,34.0,1,,False,False,11.0,1.0,43427.0,15930.0,1.0,529.0,0.0,
1035,8,3300000.0,34.0,1,2.5,12.0,18.0,8,,False,False,8.0,1.0,21190.0,22902.0,0.0,,1.0,450.0
1036,2,9950000.0,71.0,2,3.0,8.0,35.6,1,,False,False,16.1,,39384.0,11087.0,1.0,471.0,0.0,
1037,20,3400000.0,26.9,1,,23.0,,14,,False,False,,1.0,21460.0,16788.0,0.0,,1.0,170.0
1038,15,16000000.0,110.0,4,3.35,5.0,76.2,3,,False,False,12.4,,24085.0,4653.0,2.0,476.0,0.0,
1039,19,11490000.0,118.0,4,2.83,6.0,66.0,2,,False,False,25.1,,20346.0,1356.0,3.0,289.0,3.0,176.0
1040,12,5750000.0,60.0,2,2.6,10.0,33.5,1,,False,False,11.0,,15324.0,16995.0,0.0,,0.0,
1041,6,8500000.0,64.3,2,,17.0,35.0,14,,False,False,12.0,2.0,36531.0,11992.0,0.0,,1.0,825.0
1042,15,3000000.0,37.0,1,,7.0,18.0,6,,False,False,8.0,1.0,18545.0,17547.0,1.0,546.0,1.0,864.0
1043,16,9000000.0,80.0,2,2.7,16.0,47.0,15,,False,False,15.0,,13290.0,13937.0,1.0,354.0,1.0,163.0
1044,6,3300000.0,31.84,1,2.7,12.0,17.19,4,,False,False,8.08,2.0,20381.0,19383.0,0.0,,1.0,579.0
1045,14,15990000.0,108.7,3,2.76,25.0,61.0,11,,False,False,,,10663.0,12738.0,0.0,,0.0,
1046,13,5150000.0,38.4,1,,25.0,20.0,13,False,False,False,10.4,2.0,17475.0,14943.0,2.0,456.0,0.0,
1047,4,4100000.0,45.6,2,2.3,9.0,28.4,8,False,False,False,7.0,2.0,49152.0,14977.0,1.0,489.0,1.0,525.0
1048,10,4025000.0,34.9,1,2.56,10.0,17.5,10,,False,False,7.5,2.0,34592.0,13165.0,0.0,,1.0,816.0
1049,1,3200000.0,42.0,2,,5.0,28.0,3,,False,False,5.0,0.0,24733.0,22180.0,0.0,,0.0,
1050,13,3400000.0,42.8,2,,5.0,27.5,1,,False,False,5.8,0.0,39812.0,9072.0,2.0,378.0,0.0,
1051,7,8370000.0,73.8,2,2.75,24.0,34.8,6,,False,False,14.7,2.0,51907.0,14368.0,2.0,558.0,0.0,
1052,20,4089000.0,59.3,2,2.7,4.0,30.7,2,,False,False,10.7,1.0,39631.0,18686.0,0.0,,2.0,760.0
1053,3,7500000.0,70.0,2,,18.0,37.0,13,,False,False,10.0,0.0,14878.0,9791.0,0.0,3064.0,1.0,264.0
1054,14,6500000.0,50.0,3,2.9,6.0,33.0,4,,False,False,8.0,,25905.0,4753.0,0.0,,1.0,317.0
1055,13,3490000.0,32.0,1,2.7,5.0,18.2,5,,False,False,5.5,1.0,14133.0,8382.0,0.0,,0.0,
1056,20,8999000.0,50.0,2,,8.0,35.0,8,,False,False,7.0,,25122.0,5690.0,0.0,,0.0,
1057,14,3715000.0,35.0,1,2.6,17.0,16.0,4,,False,False,11.0,,25360.0,14749.0,0.0,,0.0,
1058,13,3990000.0,33.2,1,2.5,5.0,19.0,5,,False,False,6.0,,10691.0,11766.0,1.0,380.0,1.0,666.0
1059,19,7500000.0,60.0,2,,16.0,31.0,8,,False,False,9.0,0.0,34201.0,14069.0,0.0,,0.0,
1060,11,2550000.0,30.0,0,2.75,23.0,15.9,11,,True,False,,2.0,21928.0,17256.0,0.0,,1.0,429.0
1061,8,4750000.0,41.2,1,,24.0,18.0,4,,False,False,10.5,0.0,52212.0,16802.0,0.0,,1.0,733.0
1062,15,3199000.0,33.8,1,2.55,14.0,18.0,11,,False,False,8.0,1.0,31861.0,12933.0,0.0,,0.0,
1063,18,5200000.0,49.0,2,2.5,9.0,30.8,3,,False,False,6.6,1.0,23226.0,15840.0,0.0,,0.0,
1064,2,11390000.0,68.8,2,3.01,12.0,34.2,5,,False,False,11.6,1.0,31744.0,4836.0,0.0,,3.0,153.0
1065,12,2150000.0,20.1,1,,9.0,,1,True,False,False,,,26646.0,12147.0,0.0,,0.0,
1066,5,7400000.0,63.0,2,,13.0,37.0,12,,False,False,12.0,,46625.0,16554.0,0.0,,0.0,
1067,9,3150000.0,31.2,1,2.6,5.0,18.0,3,,False,False,6.25,,44053.0,16556.0,0.0,,0.0,
1068,12,5350000.0,50.0,2,,10.0,28.0,5,False,False,False,8.0,2.0,29791.0,12652.0,0.0,,1.0,815.0
1069,5,4800000.0,47.0,2,3.0,5.0,30.0,3,,False,False,11.0,,24940.0,5508.0,0.0,,0.0,
1070,3,10700000.0,100.6,5,3.5,5.0,64.2,4,,False,False,14.0,,23974.0,4542.0,1.0,526.0,1.0,935.0
1071,17,2650000.0,31.0,1,2.5,5.0,18.0,1,,False,False,5.7,,13510.0,14589.0,1.0,384.0,1.0,958.0
1072,9,7500000.0,60.0,2,,10.0,29.0,5,,False,False,10.5,,30917.0,3896.0,2.0,456.0,3.0,91.0
1073,11,5450000.0,43.0,1,,26.0,17.3,7,,False,False,12.6,,36628.0,14780.0,0.0,,0.0,
1074,20,31500000.0,237.8,5,3.57,5.0,144.6,4,,False,False,26.0,1.0,39739.0,7011.0,2.0,447.0,2.0,486.0
1075,16,5400000.0,57.5,2,3.2,5.0,36.4,4,,False,False,8.0,1.0,29731.0,8579.0,2.0,481.0,0.0,
1076,20,6750000.0,57.0,2,,16.0,29.0,13,,False,False,14.0,,43431.0,12188.0,0.0,,0.0,
1077,10,6200000.0,72.0,3,2.6,9.0,48.0,3,,False,False,8.5,2.0,32672.0,12266.0,0.0,,0.0,
1078,10,6800000.0,50.9,1,3.0,5.0,19.8,5,,False,False,10.4,,33814.0,6947.0,3.0,336.0,2.0,316.0
1079,3,4150000.0,44.0,2,2.58,9.0,27.3,9,False,False,False,6.7,,12609.0,15201.0,0.0,,1.0,616.0
1080,9,5200000.0,63.9,3,2.6,9.0,39.6,8,False,False,False,9.5,2.0,12588.0,15180.0,0.0,,0.0,
1081,19,4000000.0,49.9,2,2.5,9.0,25.0,1,,False,False,10.0,,13567.0,14384.0,1.0,20.0,1.0,681.0
1082,3,20445000.0,141.0,3,3.3,16.0,65.72,11,,False,False,35.35,,37434.0,8460.0,1.0,441.0,2.0,427.0
1083,0,4400000.0,60.0,3,2.5,9.0,,8,,False,False,,,49585.0,15929.0,0.0,,0.0,
1084,16,10665000.0,67.77,2,2.75,20.0,,6,,False,False,15.3,2.0,39357.0,10581.0,2.0,288.0,3.0,311.0
1085,10,5300000.0,43.7,1,2.76,16.0,21.1,13,,False,False,11.5,,11924.0,10475.0,0.0,,1.0,338.0
1086,5,3550000.0,46.0,2,,5.0,32.0,3,,False,False,6.9,1.0,25463.0,14340.0,0.0,,0.0,
1087,9,7450000.0,63.0,2,,21.0,32.6,20,,False,False,10.0,,10552.0,13063.0,0.0,,0.0,
1088,20,4350000.0,61.7,3,2.59,5.0,44.0,4,,False,False,6.9,0.0,21501.0,14231.0,0.0,,0.0,
1089,2,17850000.0,133.0,3,2.9,9.0,72.0,4,,False,False,17.7,1.0,24796.0,3371.0,3.0,528.0,2.0,383.0
1090,6,4750000.0,33.6,1,2.75,4.0,14.5,3,,False,False,8.9,,10638.0,12082.0,1.0,392.0,1.0,657.0
1091,13,3975000.0,42.4,1,,23.0,17.2,10,,False,False,10.0,2.0,22314.0,17642.0,0.0,,1.0,68.0
1092,10,6000000.0,57.2,3,2.6,10.0,39.0,4,,False,False,6.2,,35102.0,12017.0,0.0,,0.0,
1093,10,6200000.0,74.0,2,3.5,4.0,40.0,1,,False,False,9.0,,24261.0,4670.0,2.0,318.0,0.0,
1094,6,3200000.0,32.0,1,,9.0,17.0,5,,False,False,6.3,0.0,47059.0,15204.0,1.0,830.0,1.0,784.0
1095,15,8520000.0,64.0,2,2.75,18.0,33.0,2,,False,False,11.0,,18039.0,4352.0,0.0,,0.0,
1096,7,3499999.0,37.0,1,,9.0,20.5,5,,False,False,6.5,1.0,15027.0,13568.0,0.0,,1.0,837.0
1097,4,3050000.0,28.0,1,,23.0,20.0,3,,False,False,7.0,,21460.0,16788.0,0.0,,1.0,170.0
1098,15,9990000.0,78.8,2,3.4,5.0,39.2,4,,False,False,12.8,,32838.0,4367.0,0.0,,0.0,
1099,10,2800000.0,31.3,1,,5.0,18.0,2,,False,False,6.0,,11704.0,10223.0,0.0,,1.0,211.0
1100,11,7650000.0,67.0,2,,13.0,37.5,13,,False,False,10.6,1.0,33756.0,13625.0,0.0,,0.0,
1101,2,12100000.0,125.0,3,2.75,6.0,74.0,6,,False,False,8.0,,37821.0,12719.0,1.0,463.0,1.0,453.0
1102,16,5190000.0,61.7,3,2.5,9.0,43.4,7,,False,False,6.3,,47433.0,16723.0,0.0,,0.0,
1103,6,3000000.0,34.0,1,2.6,9.0,17.6,7,,False,False,8.0,1.0,32711.0,11785.0,1.0,671.0,0.0,
1104,5,10990000.0,67.5,2,,13.0,36.4,13,,False,False,10.4,2.0,27373.0,6075.0,1.0,691.0,3.0,551.0
1105,9,4250000.0,45.0,2,2.56,5.0,29.0,1,,False,False,7.0,,15063.0,13604.0,1.0,870.0,1.0,720.0
1106,15,12950000.0,103.2,3,2.8,25.0,47.0,18,,False,False,30.2,1.0,40584.0,12398.0,3.0,447.0,0.0,
1107,10,14000000.0,107.1,4,,16.0,58.8,15,,False,False,13.5,5.0,38178.0,11763.0,0.0,,1.0,844.0
1108,2,4900000.0,38.0,1,,24.0,,7,,False,False,,,10731.0,14643.0,0.0,,1.0,1042.0
1109,11,5000000.0,51.0,2,2.56,9.0,30.2,7,,False,False,7.9,0.0,12317.0,14908.0,0.0,,1.0,233.0
1110,7,5970000.0,42.4,1,,17.0,,9,,False,False,,,17441.0,8092.0,0.0,,0.0,
1111,20,5500000.0,35.0,1,2.84,23.0,13.5,19,,False,False,15.0,,52480.0,15598.0,0.0,,1.0,464.0
1112,4,4350000.0,48.0,2,,12.0,27.0,8,,False,False,7.0,0.0,15026.0,17474.0,0.0,,0.0,
1113,14,6100000.0,45.0,1,3.0,5.0,25.0,2,,False,False,15.0,,31284.0,4525.0,0.0,,0.0,
1114,0,3000000.0,31.0,1,2.5,9.0,17.0,1,,False,False,7.0,,36794.0,9487.0,1.0,480.0,0.0,
1115,12,5400000.0,43.0,1,,18.0,18.0,12,,False,False,10.0,,45596.0,14296.0,1.0,401.0,0.0,
1116,5,5490000.0,57.9,2,,25.0,31.62,13,,False,False,10.09,0.0,7106.0,13322.0,1.0,1188.0,0.0,
1117,16,5130000.0,52.0,2,,12.0,30.0,7,,False,False,8.0,0.0,32622.0,14071.0,0.0,,0.0,
1118,13,4550000.0,45.0,2,,9.0,26.2,7,,False,False,7.3,1.0,17863.0,16865.0,1.0,315.0,1.0,860.0
1119,20,19000000.0,179.7,4,2.57,12.0,92.7,12,,False,False,14.2,5.0,31039.0,13021.0,0.0,,0.0,
1120,6,3730000.0,36.2,1,2.6,12.0,21.4,12,,False,False,7.3,,43692.0,10473.0,1.0,78.0,1.0,960.0
1121,20,20500000.0,168.0,4,3.0,5.0,72.52,2,,False,False,46.0,,17112.0,16114.0,3.0,574.0,2.0,207.0
1122,18,8990000.0,69.0,3,2.75,16.0,43.0,8,,False,False,9.0,1.0,30252.0,7624.0,0.0,,1.0,267.0
1123,11,3550000.0,28.0,1,2.65,34.0,18.0,23,,False,False,,,18732.0,20444.0,0.0,,3.0,80.0
1124,19,4700000.0,52.2,2,2.6,5.0,30.4,5,,False,False,6.8,1.0,13835.0,12367.0,0.0,,1.0,667.0
1125,10,62171920.0,200.3,3,,16.0,101.0,11,,False,False,32.1,,31887.0,4979.0,0.0,,2.0,182.0
1126,14,4600000.0,52.7,2,3.0,5.0,37.1,2,,False,False,6.7,,19547.0,3816.0,0.0,,3.0,319.0
1127,6,3190000.0,45.3,2,2.56,5.0,31.2,1,,False,False,6.1,0.0,20243.0,14385.0,1.0,945.0,1.0,943.0
1128,5,7500000.0,65.0,2,,15.0,34.0,7,False,False,False,12.5,2.0,13665.0,12398.0,1.0,737.0,0.0,
1129,4,2850000.0,32.0,1,,9.0,18.0,2,,False,False,6.0,,49480.0,15305.0,1.0,808.0,1.0,774.0
1130,0,5200000.0,68.0,2,3.0,3.0,39.5,3,,False,False,8.3,,35652.0,10567.0,1.0,641.0,0.0,
1131,15,6650000.0,63.8,2,,4.0,39.9,4,,False,False,6.6,0.0,24202.0,4034.0,0.0,,1.0,582.0
1132,1,7570000.0,75.0,4,2.6,14.0,47.0,9,,False,False,9.0,1.0,29693.0,12524.0,1.0,651.0,1.0,957.0
1133,6,5900000.0,52.0,2,,10.0,31.0,3,,False,False,9.5,2.0,34446.0,11799.0,0.0,,0.0,
1134,19,5500000.0,56.7,2,2.5,9.0,29.6,5,,False,False,7.3,,47632.0,15812.0,0.0,,0.0,
1135,20,16900000.0,65.0,2,3.0,7.0,32.0,7,,False,False,14.0,1.0,32685.0,6131.0,0.0,,1.0,357.0
1136,18,6540000.0,73.2,4,,9.0,51.8,9,,False,False,6.3,,22089.0,16209.0,0.0,,1.0,781.0
1137,11,8250000.0,69.7,3,3.0,5.0,48.4,1,,False,False,8.8,,12126.0,8164.0,1.0,474.0,3.0,468.0
1138,8,8300000.0,70.0,2,3.2,8.0,42.0,7,False,False,False,12.0,2.0,18140.0,17143.0,1.0,1514.0,2.0,16.0
1139,6,7500000.0,63.0,2,2.8,15.0,31.0,8,,False,False,13.0,,34530.0,14398.0,0.0,,1.0,965.0
1140,4,9190000.0,104.0,4,2.67,7.0,63.3,6,False,False,False,7.5,,25017.0,3865.0,1.0,439.0,2.0,619.0
1141,3,3800000.0,33.8,1,2.5,10.0,18.7,4,,False,False,7.0,2.0,33954.0,14256.0,0.0,,0.0,
1142,8,6300000.0,60.6,2,2.78,16.0,35.4,3,,False,False,10.7,0.0,10841.0,12458.0,0.0,,0.0,
1143,18,6800000.0,100.0,5,2.5,15.0,64.8,11,,False,False,6.8,,49791.0,15645.0,1.0,312.0,0.0,
1144,20,7200000.0,52.0,2,2.65,9.0,31.0,8,,False,False,8.0,1.0,29615.0,6987.0,0.0,,3.0,369.0
1145,6,3980000.0,44.6,2,,5.0,30.3,5,,False,False,7.0,1.0,15001.0,13542.0,0.0,,0.0,
1146,4,2950000.0,31.0,1,,5.0,,4,,False,False,,0.0,39636.0,8896.0,0.0,,1.0,873.0
1147,6,4500000.0,40.0,1,2.62,12.0,20.0,3,,False,False,10.0,2.0,35094.0,15396.0,0.0,,3.0,803.0
1148,6,15715440.0,94.9,3,3.0,17.0,52.77,15,False,False,False,14.56,,39140.0,10364.0,2.0,173.0,3.0,196.0
1149,3,5670000.0,57.1,2,,25.0,32.05,6,,False,False,9.5,,48847.0,16685.0,0.0,,0.0,
1150,6,4000000.0,41.0,1,2.7,14.0,,1,,False,False,,,33482.0,14581.0,0.0,,1.0,665.0
1151,9,3650000.0,40.5,1,,10.0,18.6,9,,False,False,11.0,2.0,15033.0,13574.0,1.0,432.0,1.0,120.0
1152,19,6000000.0,77.7,4,2.5,9.0,55.1,4,False,False,False,10.0,2.0,27486.0,11854.0,2.0,257.0,1.0,856.0
1153,5,3600000.0,39.0,1,,,,9,,False,False,,0.0,22735.0,11618.0,1.0,835.0,1.0,652.0
1154,12,7300000.0,62.0,2,2.65,16.0,33.1,3,,False,False,10.6,2.0,45922.0,19493.0,0.0,,0.0,
1155,5,7500000.0,70.0,3,2.5,9.0,,1,,False,False,,,12504.0,12416.0,0.0,,1.0,431.0
1156,5,4570000.0,35.1,1,2.75,25.0,16.8,8,,False,False,9.5,1.0,36276.0,10591.0,0.0,,0.0,
1157,7,8400000.0,91.7,4,3.57,5.0,69.6,3,,False,False,5.6,,24294.0,2877.0,3.0,121.0,3.0,646.0
1158,20,3300000.0,32.0,1,,9.0,18.0,9,,False,False,6.0,,14358.0,15134.0,0.0,,1.0,433.0
1159,1,7070434.0,55.0,1,,10.0,23.0,4,,False,False,16.0,0.0,37412.0,8370.0,1.0,392.0,2.0,359.0
1160,18,53800000.0,201.0,5,,5.0,131.5,5,,False,False,19.5,1.0,24468.0,4035.0,1.0,927.0,3.0,464.0
1161,1,4400000.0,39.0,1,,15.0,18.0,12,,False,False,12.0,0.0,17632.0,15973.0,1.0,38.0,0.0,
1162,6,5650000.0,60.0,2,2.82,15.0,31.0,2,,False,False,14.0,1.0,17101.0,17110.0,0.0,,0.0,
1163,5,4350000.0,46.4,2,,4.0,27.4,4,,False,False,8.4,,26442.0,5290.0,0.0,,1.0,670.0
1164,6,7100000.0,69.7,3,2.6,9.0,41.1,4,,False,False,8.0,,51123.0,14390.0,0.0,,0.0,
1165,9,2800000.0,30.0,1,,9.0,15.2,6,,False,False,6.7,0.0,29186.0,12791.0,0.0,,1.0,908.0
1166,12,9950000.0,64.0,2,2.7,23.0,54.0,21,,False,False,10.0,2.0,21595.0,12029.0,1.0,223.0,0.0,
1167,20,22900000.0,149.0,5,3.0,7.0,107.0,6,,False,False,8.1,,24714.0,3044.0,2.0,492.0,1.0,849.0
1168,10,8000000.0,74.0,3,3.2,5.0,48.0,4,,False,False,7.5,,16602.0,8133.0,0.0,,1.0,855.0
1169,5,3550000.0,33.0,1,2.55,18.0,18.0,9,,False,False,9.0,2.0,14861.0,12449.0,0.0,,0.0,
1170,17,3600000.0,46.1,2,2.6,5.0,32.0,1,,False,False,7.0,,32472.0,9550.0,0.0,,0.0,
1171,10,5199000.0,52.0,2,2.6,10.0,,6,,False,False,,,32831.0,13995.0,1.0,104.0,1.0,393.0
1172,9,9500000.0,95.0,3,,21.0,,13,,False,False,,,21460.0,16788.0,0.0,,1.0,170.0
1173,5,4200000.0,45.5,2,2.6,5.0,31.0,1,,False,False,6.0,,42159.0,14663.0,0.0,,0.0,
1174,13,9690000.0,98.0,4,3.0,5.0,71.9,5,,False,False,9.0,,38809.0,8069.0,1.0,850.0,1.0,689.0
1175,6,6276110.0,52.2,1,3.0,4.0,,3,,False,False,11.49,5.0,45850.0,21782.0,0.0,,1.0,740.0
1176,9,4130000.0,42.0,1,,16.0,18.0,11,,False,False,10.3,,19891.0,21603.0,0.0,,1.0,853.0
1177,8,5450000.0,41.1,1,,16.0,20.5,12,,False,False,10.0,0.0,16548.0,11013.0,1.0,831.0,1.0,968.0
1178,3,10895000.0,96.7,3,,18.0,,5,,False,False,,,17441.0,8092.0,0.0,,0.0,
1179,4,3549000.0,31.0,1,,5.0,18.0,2,,False,False,6.0,,11035.0,10667.0,0.0,,0.0,
1180,12,10300000.0,76.1,3,3.0,6.0,48.0,6,,False,False,10.3,,11135.0,8945.0,1.0,451.0,0.0,
1181,10,14900000.0,52.0,1,,3.0,34.0,1,,False,False,16.0,0.0,24535.0,1276.0,2.0,646.0,3.0,31.0
1182,19,9000000.0,57.5,2,,22.0,32.5,10,,False,False,10.6,,43269.0,13145.0,1.0,417.0,0.0,
1183,20,13800000.0,114.0,3,3.4,5.0,51.0,2,,False,False,41.0,1.0,36460.0,9271.0,2.0,2665.0,3.0,282.0
1184,8,5400000.0,54.0,3,2.5,9.0,36.0,5,,False,False,6.0,,21309.0,10606.0,1.0,160.0,0.0,
1185,19,59914124.0,274.65,6,3.0,8.0,159.5,7,,False,False,21.1,1.0,27124.0,7463.0,3.0,318.0,2.0,509.0
1186,9,30877260.0,127.6,4,2.75,9.0,68.0,9,,False,False,16.72,,31227.0,3541.0,0.0,,0.0,
1187,5,8250000.0,115.2,3,,6.0,56.1,4,,False,False,24.5,0.0,22544.0,1949.0,2.0,270.0,1.0,748.0
1188,0,15000000.0,179.0,7,,5.0,126.4,5,,False,False,20.9,0.0,20070.0,3186.0,1.0,104.0,1.0,803.0
1189,5,5900000.0,47.65,1,2.75,25.0,22.15,19,,False,False,12.4,2.0,17467.0,12318.0,0.0,,0.0,
1190,11,3800000.0,38.8,1,,26.0,14.0,7,,False,False,10.8,2.0,23239.0,12102.0,1.0,1021.0,1.0,893.0
1191,0,7190000.0,54.9,2,2.6,14.0,31.1,4,,False,False,8.2,1.0,17235.0,12490.0,0.0,,0.0,
1192,19,7990000.0,64.0,3,2.64,12.0,38.7,10,,False,False,8.6,,35620.0,9913.0,1.0,91.0,1.0,819.0
